id,elevation,ozone,NO2,azimuth,zenith,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,water_vapor,scene,incidence_azimuth,incidence_zenith,AOT_550
142,1080,287,0.199,154.3,41.7,0.1278,0.111,0.0949,0.0837,0.0847,0.1182,0.1364,0.1326,0.1473,0.0238,0.0008,0.1112,0.0661,3030,B,235.2,3.7,0.19
143,824,361,0.172,172.4,33.4,0.2107,0.197,0.1875,0.2084,0.2244,0.2519,0.266,0.27,0.289,0.1719,0.0345,0.2652,0.2096,453,H,285.7,7.2,0.276
144,130,288,0.156,158.2,42.9,0.1579,0.1306,0.136,0.1467,0.1786,0.2312,0.2649,0.2618,0.2852,0.0766,0.0017,0.2595,0.1846,1575,E,283.6,7.9,0.08
145,33,332,0.185,139.2,34,0.1464,0.1026,0.0836,0.0739,0.1017,0.1541,0.1923,0.176,0.1888,0.0802,0.0014,0.1196,0.0856,847,D,179.8,2.8,0.089
146,235,296,0.433,161.8,70,0.1532,0.1242,0.1054,0.0784,0.1216,0.2404,0.2824,0.283,0.3218,0.0479,0.0012,0.2211,0.1087,1632,D,103.9,5.2,0.129
147,824,324,0.187,124.1,33.8,0.1266,0.1074,0.102,0.0871,0.1126,0.2172,0.254,0.2487,0.2721,0.0853,0.0147,0.1656,0.1005,1499,J,292.8,11,0.076
148,824,312,0.186,148.2,29.8,0.1113,0.0933,0.0943,0.0691,0.1123,0.3265,0.3912,0.3922,0.4232,0.163,0.0015,0.1982,0.0944,994,D,292.8,11,0.081
149,205,267,0.255,36.2,62.7,0.1468,0.105,0.0838,0.0881,0.1059,0.1328,0.1211,0.1103,0.1139,0.0663,0.0012,0.0809,0.0681,585,B,191.7,2.8,0.034
150,80,345,0.213,143.7,23.4,0.1364,0.1098,0.0997,0.089,0.1187,0.1945,0.2295,0.2253,0.2638,0.0525,0.001,0.1827,0.1056,2385,D,285,8.2,0.305
151,72,243,0.21,133.3,42.3,0.2015,0.2057,0.1938,0.1913,0.1904,0.2298,0.2453,0.2425,0.2533,0.0331,0.0011,0.234,0.1395,3186,E,99.4,5.6,0.471
152,191,329,0.203,164,40.6,0.1257,0.0899,0.0721,0.0424,0.0716,0.1805,0.2202,0.2106,0.239,0.0515,0.0006,0.1043,0.0527,1940,D,107.9,5.9,0.12
153,377,279,0.198,153.1,44,0.2868,0.3681,0.3849,0.4456,0.481,0.5123,0.5046,0.4554,0.5238,0.139,0.0018,0.4249,0.2572,974,E,103.3,6.1,0.044
154,90,372,0.238,153.2,47.1,0.1629,0.1681,0.1542,0.161,0.1811,0.2143,0.2388,0.2533,0.2513,0.059,0.002,0.2234,0.1768,1268,E,166.4,2.8,0.247
155,360,312,0.124,177.9,71.3,0.1805,0.1285,0.1091,0.1002,0.1572,0.2785,0.3267,0.3138,0.3666,0.0976,0.0031,0.1773,0.0885,937,D,290.5,9.4,0.063
156,1447,317,0.173,137.1,26.8,0.1691,0.171,0.1646,0.1743,0.1758,0.1883,0.2022,0.1871,0.2106,0.0579,0.0015,0.23,0.1938,1621,G,104.6,9.5,0.139
157,773,300,0.121,168.5,57.5,0.1598,0.1467,0.1338,0.1371,0.1426,0.1524,0.1636,0.1613,0.1654,0.0459,0.0014,0.1535,0.1358,764,G,110.4,7.1,0.064
158,2868,265,0.161,144,35,0.0901,0.0671,0.0611,0.0372,0.0677,0.1819,0.2386,0.2418,0.2615,0.1303,0.0024,0.1144,0.0504,644,D,100.7,4.9,0.029
159,225,326,0.197,199.8,54.9,0.1833,0.18,0.1856,0.2217,0.2326,0.2438,0.2553,0.2407,0.2684,0.0791,0.0017,0.3112,0.266,1104,E,315.2,8,0.047
160,225,310,0.185,187.1,57.9,0.2146,0.2025,0.1988,0.2296,0.2375,0.2484,0.2659,0.2521,0.2719,0.0836,0.0041,0.3224,0.2759,1029,E,126.1,9.2,0.189
161,26,319,0.202,172.8,27.2,0.2322,0.1816,0.1599,0.1383,0.1394,0.223,0.2655,0.2399,0.2788,0.0353,0.0012,0.1385,0.0759,3551,G,105,6.4,0.095
162,87,325,0.317,158.2,74,0.3027,0.2749,0.2333,0.2349,0.252,0.2865,0.3038,0.2985,0.3156,0.1201,0.0036,0.2535,0.1928,675,I,174.6,2.8,0.095
163,111,323,0.216,156.4,51,0.1457,0.1179,0.1038,0.1056,0.1347,0.1807,0.204,0.2133,0.2368,0.0924,0.0016,0.2465,0.1476,760,E,106.3,4.4,0.114
164,2200,294,0.277,155,57.5,0.1222,0.1178,0.1217,0.1337,0.1532,0.2422,0.2694,0.283,0.2961,0.1788,0.007,0.2223,0.1529,222,E,206.7,3,0.011
165,40,269,0.114,94.1,19.5,0.1747,0.1553,0.143,0.1435,0.1506,0.1681,0.1799,0.1666,0.1835,0.0342,0.0014,0.1704,0.1277,2580,F,283.5,8,0.249
166,69,301,0.206,176.2,61.4,0.2027,0.1726,0.1565,0.1874,0.1904,0.2193,0.2353,0.2289,0.2382,0.0732,0.0263,0.2625,0.2002,855,J,119.9,3.7,0.121
167,15,288,0.133,71.5,19.2,0.1489,0.2051,0.1987,0.1903,0.1861,0.2699,0.321,0.2805,0.3399,0.0411,0.0008,0.2069,0.1398,3814,E,284,7.5,0.342
168,976,352,0.115,158.8,59.2,0.4793,0.3457,0.3214,0.3381,0.3647,0.3645,0.3769,0.3512,0.376,0.3611,0.1146,0.2855,0.269,159,J,155.7,2.9,0.046
169,1179,304,0.172,143.9,31,0.1097,0.0968,0.091,0.1007,0.1218,0.1723,0.2011,0.2023,0.2412,0.0745,0.0015,0.2534,0.1475,1394,E,262.4,4.5,0.145
170,82,360,0.372,148.2,55.5,0.3499,0.3409,0.2855,0.2938,0.315,0.3466,0.3646,0.3847,0.387,0.2583,0.0465,0.3603,0.319,293,I,105.5,10.4,0.063
171,824,363,0.163,157.1,40.6,0.1183,0.0983,0.0892,0.0883,0.1092,0.1688,0.1958,0.1996,0.2187,0.0956,0.0043,0.2471,0.1825,743,D,285.7,7.2,0.093
172,10,315,0.246,147.7,34.5,0.1436,0.1054,0.0684,0.0414,0.0336,0.0322,0.029,0.0241,0.0238,0.0072,0.0004,0.0077,0.0043,3681,F,103.8,9.8,0.315
173,1601,295,0.248,130.7,28.3,0.1767,0.1355,0.1315,0.1486,0.1895,0.2185,0.2525,0.2414,0.2802,0.0796,0.001,0.3169,0.2111,1871,E,107.2,10.7,0.095
174,312,252,0.19,131.8,38,0.1551,0.1313,0.1207,0.1263,0.1387,0.1839,0.2083,0.1993,0.2336,0.0594,0.0012,0.248,0.181,1805,E,101.8,8,0.37
175,230,303,0.327,174.3,72.9,0.1666,0.124,0.0799,0.0536,0.0541,0.0639,0.067,0.0596,0.0585,0.0226,0.0036,0.0258,0.0135,1110,C,290.9,10.4,0.08
176,1656,298,0.154,157.7,66.9,0.1462,0.1085,0.0758,0.0587,0.0574,0.0574,0.0573,0.0567,0.0591,0.026,0.0013,0.0519,0.0385,738,C,104.1,9.5,0.014
177,456,357,0.178,169.2,30.3,0.1738,0.1735,0.1643,0.1681,0.1789,0.1881,0.209,0.1897,0.2226,0.0693,0.0012,0.2149,0.1706,1372,E,105.6,9.6,0.062
178,91,259,0.297,138.3,40.7,0.2762,0.2634,0.2444,0.2287,0.2239,0.2514,0.2881,0.2546,0.3098,0.1487,0.101,0.2541,0.1995,2215,E,99.7,4.8,0.117
179,10,374,0.303,154.7,36.5,0.1211,0.0891,0.0573,0.0279,0.0269,0.0193,0.0178,0.0144,0.0154,0.0065,0.0009,0.0071,0.0047,914,F,285.2,8,0.065
180,30,252,0.134,41.6,41.2,0.1249,0.0993,0.0887,0.096,0.1179,0.1589,0.1852,0.1865,0.2071,0.0559,0.0012,0.1997,0.1242,1488,E,135.2,3.2,0.042
181,12,294,0.102,197.3,77.3,0.2368,0.1947,0.147,0.1297,0.1324,0.1302,0.1415,0.1306,0.1544,0.0726,0.0047,0.121,0.0879,516,E,265.5,3.4,0.078
182,8,288,0.174,165.7,49.1,0.1661,0.1561,0.1467,0.1499,0.1685,0.2161,0.2349,0.2265,0.2383,0.0795,0.0121,0.2287,0.1463,1122,J,135.5,3.2,0.074
183,379,385,0.094,181,74.2,0.688,0.4317,0.3577,0.3956,0.4531,0.4584,0.4486,0.3776,0.4448,0.3986,0.0078,0.0785,0.0662,249,K,300.4,9.4,0.024
184,1471,245,0.118,169.1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2759,J,283.9,9.8,0.199
185,243,317,0.233,128.1,26.9,0.2185,0.4196,0.3522,0.2398,0.1981,0.2713,0.298,0.4651,0.3465,0.0899,0.0068,0.244,0.0995,2894,I,107.1,4.3,0.161
186,250,317,0.197,160.6,63.9,0.1858,0.1282,0.0989,0.0899,0.1101,0.102,0.1046,0.0928,0.1137,0.0621,0.0013,0.1188,0.0921,658,B,105.6,8.7,0.028
187,125,327,0.406,155.7,61.9,0.1649,0.1372,0.1169,0.1199,0.1281,0.1383,0.1486,0.1341,0.1445,0.0535,0.0012,0.1438,0.1182,756,E,162.5,2.8,0.03
188,1372,328,0.191,128.3,26.7,0.3281,0.3091,0.307,0.3272,0.3424,0.3788,0.4096,0.4138,0.4364,0.1627,0.0146,0.4373,0.3245,1675,I,210.5,3.1,0.069
189,5,322,0.198,215.2,59.1,0.2409,0.2322,0.2206,0.2382,0.2485,0.2639,0.265,0.2582,0.2732,0.0962,0.0197,0.3145,0.2614,1062,J,222.1,2.8,0.169
190,225,314,0.189,187.1,56.7,0.196,0.1889,0.195,0.2293,0.2296,0.2456,0.2545,0.2507,0.2674,0.0655,0.0015,0.3235,0.2819,1454,E,126.9,9.2,0.035
191,209,291,0.279,95.9,31.8,0.0772,0.0713,0.0697,0.0712,0.0714,0.0869,0.0993,0.0892,0.1046,0.0141,0.0005,0.0992,0.0751,4321,B,102,4.7,0.894
192,5,433,0.175,233.5,75.1,0.7642,0.6793,0.5423,0.636,0.6881,0.6991,0.7153,0.6578,0.7459,0.466,0.0104,0.1329,0.1425,159,K,346.3,10.5,0.133
193,50,362,0.441,151.3,29.4,0.1599,0.1857,0.1726,0.167,0.1555,0.2364,0.2604,0.2506,0.2828,0.0802,0.0013,0.1836,0.1276,1348,E,105.1,4.6,0.08
194,50,307,0.216,154.7,35.8,0.2012,0.1685,0.1516,0.1592,0.1743,0.2095,0.2384,0.2088,0.2494,0.04,0.0044,0.2377,0.1495,2747,G,227.2,3.4,0.229
195,82,306,0.232,150.7,37.1,0.1406,0.1223,0.115,0.1162,0.1242,0.1743,0.2114,0.1592,0.2231,0.0786,0.0011,0.195,0.1345,1134,E,286.2,8.6,0.024
196,100,301,0.211,129.3,26.2,0.1813,0.173,0.1777,0.2059,0.2228,0.2457,0.261,0.2444,0.2714,0.0774,0.0012,0.2815,0.2177,1703,E,114.5,3.9,0.087
197,491,352,0.234,140,29.2,0.1347,0.1102,0.1008,0.0831,0.1214,0.2094,0.2447,0.2403,0.2815,0.0626,0.0026,0.1452,0.0678,1952,D,102.9,4.7,0.172
198,125,352,0.325,160.3,66.6,0.1759,0.1515,0.1193,0.1094,0.1152,0.1411,0.1546,0.1531,0.1618,0.069,0.0022,0.1551,0.123,453,G,107.2,7.4,0.106
199,225,357,0.2,204.3,54.6,0.3296,0.2426,0.2359,0.2722,0.2749,0.2842,0.2951,0.2844,0.2879,0.1677,0.0029,0.2839,0.2517,365,I,319.8,10.4,0.038
200,225,307,0.181,189.9,59.3,0.2076,0.1903,0.1852,0.2133,0.2194,0.2225,0.239,0.2332,0.2462,0.0946,0.0027,0.2956,0.2579,667,E,124.5,10.2,0.136
201,670,356,0.18,153,31,0.1521,0.1272,0.1288,0.1359,0.1678,0.241,0.27,0.2352,0.2883,0.0995,0.0026,0.3018,0.2193,1102,E,105.8,9.5,0.03
202,90,367,0.229,157.9,56,0.16,0.1506,0.127,0.132,0.153,0.1839,0.1918,0.1854,0.2094,0.0659,0.0019,0.1865,0.1504,678,E,166.6,2.8,0.12
203,983,266,0.155,161.4,52.8,0.1532,0.1399,0.1424,0.1692,0.1856,0.2003,0.2168,0.2122,0.2298,0.113,0.0019,0.2881,0.2258,535,E,256.6,4.3,0.025
204,2868,251,0.202,142.7,42,0.0864,0.0615,0.0531,0.0314,0.0542,0.1364,0.1681,0.177,0.1819,0.1123,0.0016,0.0757,0.0347,475,D,140.3,3.1,0.028
205,680,312,0.292,137.4,26.4,0.1505,0.1527,0.1545,0.1639,0.1799,0.2433,0.2653,0.2606,0.2785,0.0762,0.0016,0.2299,0.1704,1435,E,286.8,9.4,0.102
206,104,307,0.224,143.5,31.4,0.181,0.1682,0.1675,0.1826,0.1809,0.2115,0.233,0.218,0.2605,0.0606,0.0012,0.2654,0.2099,2073,E,242.4,3.9,0.067
207,30,317,0.218,151.7,22.6,0.1856,0.2124,0.2237,0.2551,0.2486,0.2698,0.3032,0.2772,0.3093,0.0429,0.0012,0.3428,0.2972,3091,G,258.5,4.4,0.158
208,3439,252,0.121,106.7,33.3,0.1574,0.1621,0.1483,0.1442,0.1518,0.1923,0.2229,0.2314,0.2823,0.0921,0.0017,0.2822,0.2054,1421,E,102.8,10.1,0.078
209,59,322,0.196,151.9,52.1,0.1591,0.1405,0.1259,0.1349,0.1454,0.1765,0.1972,0.1914,0.2233,0.0528,0.0014,0.3077,0.2315,1534,E,104.4,7.7,0.111
210,1589,284,0.179,166.5,54,0.1312,0.1034,0.0989,0.0915,0.141,0.2219,0.2474,0.2417,0.2937,0.1307,0.0014,0.2794,0.1558,668,D,194,2.8,0.023
211,656,344,0.16,153.9,60.6,0.213,0.2016,0.1723,0.1771,0.1683,0.1799,0.1945,0.197,0.2011,0.0966,0.0197,0.2055,0.1557,497,J,153.3,2.5,0.078
212,225,351,0.201,209.9,54.9,0.3846,0.3376,0.3104,0.3259,0.3261,0.3256,0.3306,0.3091,0.3243,0.1603,0.0496,0.1933,0.1771,833,H,234.5,2.9,0.071
213,9,287,0.163,130.2,29.4,0.1544,0.1273,0.1001,0.0847,0.0798,0.0743,0.0793,0.071,0.072,0.0178,0.0094,0.0411,0.0325,3312,J,287.3,10.4,0.207
214,108,285,0.22,148.1,39.2,0.1847,0.1652,0.1641,0.1832,0.189,0.2013,0.2098,0.1926,0.2162,0.0725,0.0017,0.2775,0.2532,1413,E,103.1,7.9,0.094
215,225,310,0.185,187.1,57.9,0.2144,0.2024,0.1986,0.2294,0.2357,0.2474,0.2643,0.2517,0.2698,0.0835,0.0041,0.3209,0.2745,1028,E,124.2,6.4,0.189
216,976,294,0.173,152.9,39.7,0.1733,0.1509,0.1494,0.1621,0.1717,0.1964,0.2007,0.1912,0.2109,0.0801,0.0011,0.2417,0.1976,1317,E,156.7,2.9,0.045
217,160,364,0.222,163.7,25.2,0.1213,0.0975,0.0944,0.0758,0.1201,0.226,0.2674,0.2723,0.2941,0.1161,0.0042,0.1791,0.0897,902,D,199.9,2.9,0.068
218,1280,307,0.189,141.9,29.8,0.1395,0.1223,0.1349,0.1748,0.1881,0.2089,0.2395,0.232,0.257,0.066,0.0013,0.3365,0.2505,2010,E,287.2,8.9,0.205
219,12,285,0.145,82,29.3,0.1922,0.2428,0.2375,0.2362,0.2283,0.2968,0.3291,0.3018,0.3676,0.0354,0.001,0.2983,0.1968,3533,I,104.8,6.6,0.246
220,1656,322,0.193,148.1,19.5,0.1454,0.1269,0.1276,0.1454,0.1715,0.2101,0.2262,0.228,0.2471,0.1542,0.0097,0.2921,0.2364,382,E,280.5,5.6,0.082
221,670,348,0.178,137.1,34,0.254,0.2195,0.1976,0.1829,0.2073,0.2714,0.2928,0.2891,0.3058,0.1849,0.1066,0.1773,0.1393,1645,H,105.8,9.5,0.1
222,15,250,0.133,137.1,40.6,0.2679,0.2323,0.2264,0.2304,0.2522,0.2977,0.3247,0.3083,0.3384,0.1878,0.1013,0.2958,0.2471,949,E,137.2,3.2,0.401
223,1589,349,0.138,158.9,59.6,0.6972,0.7392,0.703,0.7755,0.8409,0.8311,0.8404,0.7563,0.8821,0.3899,0.0056,0.1279,0.1291,398,K,194.3,2.8,0.157
224,125,360,0.288,157.3,30.9,0.1609,0.1335,0.1238,0.1078,0.1287,0.2144,0.2502,0.2208,0.267,0.101,0.0014,0.1927,0.1458,755,D,284.1,5.7,0.1
225,670,310,0.126,168.8,59.1,0.1289,0.1063,0.0917,0.0955,0.114,0.144,0.1526,0.162,0.1739,0.0712,0.0018,0.2285,0.166,574,E,200.6,2.9,0.027
226,75,366,0.287,148.1,32,0.1674,0.1338,0.1229,0.1225,0.1347,0.151,0.1681,0.1442,0.194,0.0789,0.0018,0.1804,0.1505,891,E,104.2,6.2,0.152
227,1655,302,0.195,162.3,66.3,0.1979,0.1745,0.1656,0.1937,0.2061,0.2189,0.2249,0.2185,0.2413,0.1142,0.004,0.2823,0.2306,418,E,104.7,7.8,0.036
228,22,341,0.182,145.9,42.5,0.2092,0.2078,0.1987,0.217,0.2007,0.2245,0.2179,0.2198,0.2322,0.0449,0.0012,0.2308,0.1761,2248,E,105.4,6.3,0.318
229,680,293,0.196,153.5,41.6,0.1738,0.1741,0.1755,0.1893,0.1777,0.1946,0.2008,0.1896,0.1957,0.0992,0.0012,0.1913,0.1665,858,E,190.1,2.8,0.065
230,225,284,0.115,196.4,74.3,0.3267,0.3025,0.2702,0.3179,0.3136,0.3249,0.3411,0.3191,0.3407,0.1094,0.0026,0.2292,0.2061,396,I,230.7,2.8,0.111
231,10,365,0.375,155.5,50.3,0.1398,0.1082,0.0701,0.0354,0.0277,0.0237,0.022,0.0177,0.017,0.0062,0.0005,0.0051,0.0032,1083,F,286.1,7.9,0.144
232,5,327,0.199,240.4,61.7,0.2024,0.197,0.2013,0.2304,0.2368,0.2476,0.2625,0.2561,0.2736,0.0682,0.0017,0.3293,0.2727,1272,E,213.6,11.4,0.063
233,230,311,0.312,168.9,39.5,0.2722,0.2375,0.221,0.2328,0.2491,0.3217,0.3632,0.3384,0.3901,0.0933,0.0038,0.3313,0.2245,2549,H,291,10.5,0.381
234,40,310,0.201,149,37.2,0.1484,0.1198,0.105,0.0976,0.1118,0.1578,0.1874,0.1789,0.2089,0.0404,0.0015,0.1912,0.1202,2341,E,204.5,3,0.183
235,80,306,0.195,150.7,39.8,0.1401,0.1165,0.105,0.1144,0.1351,0.1877,0.2241,0.2229,0.2606,0.0403,0.001,0.2304,0.1301,2718,E,106.6,7.1,0.138
236,186,355,0.201,144.6,24.8,0.1608,0.197,0.2024,0.2227,0.2215,0.2741,0.2919,0.2728,0.2912,0.0831,0.0015,0.2722,0.2354,1180,H,285.2,6.1,0.193
237,267,300,0.162,167.9,49.9,0.1531,0.1167,0.1074,0.0806,0.1158,0.247,0.278,0.2889,0.3114,0.065,0.0016,0.1966,0.1083,1903,D,289.3,8.1,0.119
238,125,296,0.382,165,65.7,0.1642,0.1381,0.1153,0.1127,0.1065,0.1304,0.1582,0.1399,0.1475,0.0497,0.0007,0.1435,0.1138,839,E,161,2.9,0.024
239,130,306,0.185,118.3,23.6,0.192,0.1938,0.2175,0.2589,0.2604,0.3313,0.3811,0.3558,0.4099,0.0764,0.0022,0.3917,0.2879,2356,E,103.9,8.5,0.329
240,1663,278,0.173,149,37.8,0.1767,0.1786,0.1827,0.2054,0.2075,0.2112,0.2246,0.2054,0.2256,0.0775,0.0014,0.2358,0.2079,1431,E,284.9,7.5,0.047
241,1280,313,0.14,153,65,0.2057,0.201,0.1948,0.2206,0.2318,0.2755,0.2847,0.2959,0.3057,0.1772,0.0455,0.3,0.2415,476,H,287.2,8.9,0.034
242,267,296,0.148,170.8,59.3,0.1434,0.101,0.0693,0.0467,0.0514,0.0627,0.0646,0.0619,0.0602,0.0286,0.0018,0.0311,0.0175,451,C,290.1,8.1,0.06
243,5,357,0.199,240.4,62,0.3895,0.2788,0.2479,0.2619,0.3382,0.3051,0.3368,0.2594,0.3077,0.1155,0.0011,0.1132,0.096,1101,K,229.1,11.2,0.028
244,320,289,0.081,178.9,74.1,0.7016,0.6876,0.6143,0.6836,0.7009,0.7159,0.7346,0.6926,0.738,0.3067,0.031,0.2802,0.2202,491,K,217.5,3,0.085
245,82,351,0.11,168.2,74.5,0.1886,0.1384,0.0914,0.0752,0.0917,0.11,0.0835,0.0716,0.1111,0.077,0.0037,0.0657,0.0487,592,B,110.7,4.4,0.06
246,21,263,0.133,115.2,28.2,0.1445,0.1253,0.1273,0.1354,0.1521,0.1998,0.2326,0.2201,0.2549,0.0563,0.0013,0.2722,0.1896,2001,E,175.1,2.8,0.261
247,69,301,0.207,166.1,31.1,0.1784,0.1614,0.1629,0.2195,0.2312,0.2524,0.2652,0.2493,0.2749,0.0439,0.0017,0.3491,0.2801,2822,E,120.4,3.7,0.239
248,2868,250,0.202,142.2,42.4,0.095,0.0707,0.0646,0.0414,0.0761,0.1978,0.2315,0.2496,0.2442,0.1363,0.0062,0.1052,0.0505,422,D,101.2,4.8,0.095
249,25,361,0.22,166.1,37.5,0.1189,0.081,0.0523,0.0296,0.0258,0.0218,0.0177,0.0156,0.0154,0.0065,0.0007,0.0042,0.002,1682,F,164.6,2.8,0.105
250,3376,329,0.174,134.7,25,0.2528,0.2801,0.2934,0.3316,0.3322,0.3489,0.336,0.3749,0.3445,0.2524,0.1055,0.3023,0.2639,408,E,284.2,8.1,0.034
251,1410,279,0.179,155.2,44.8,0.2088,0.2185,0.2271,0.2513,0.2568,0.2646,0.3003,0.2893,0.2867,0.1393,0.0019,0.2689,0.1851,587,E,105,6.8,0.03
252,770,294,0.175,159.2,45.5,0.1567,0.1435,0.1409,0.1474,0.1502,0.1783,0.2075,0.188,0.2086,0.1064,0.0015,0.2031,0.1637,698,G,240.9,3.9,0.043
253,1501,278,0.152,163.5,49.2,0.1242,0.1117,0.0905,0.0786,0.0761,0.0889,0.0941,0.0863,0.0997,0.0732,0.0016,0.078,0.0606,517,B,267,4.8,0.045
254,91,282,0.239,96.1,23.1,0.1769,0.1986,0.1842,0.1684,0.1581,0.1893,0.2216,0.2038,0.2357,0.0284,0.0032,0.1878,0.127,4611,E,106.9,4.2,0.172
255,104,333,0.281,151.2,53.2,0.2156,0.2091,0.1969,0.2106,0.2276,0.2682,0.2915,0.2856,0.3039,0.1495,0.0345,0.2748,0.2461,519,H,239.3,3.8,0.075
256,201,276,0.15,123.8,27,0.2026,0.2052,0.2577,0.3649,0.3749,0.3944,0.4236,0.4032,0.4404,0.1271,0.0049,0.5081,0.4477,1516,E,277.5,5.4,0.318
257,40,247,0.102,142.9,37,0.1543,0.1321,0.1161,0.1061,0.1175,0.1573,0.1837,0.1722,0.2028,0.0381,0.001,0.2043,0.1174,2859,E,283.5,8,0.318
258,80,332,0.272,154.8,34.4,0.1306,0.0903,0.0749,0.0488,0.0776,0.2091,0.27,0.2557,0.2983,0.0563,0.0009,0.1455,0.0671,2465,D,106.6,9,0.097
259,9,258,0.117,37,46.4,0.2398,0.2107,0.2117,0.2092,0.2487,0.3424,0.382,0.3721,0.3973,0.168,0.1014,0.3774,0.2842,1738,D,101,8.2,0.054
260,130,331,0.186,125.9,21.4,0.1776,0.209,0.2227,0.2803,0.2992,0.3432,0.378,0.3856,0.4166,0.137,0.0018,0.3712,0.2877,964,E,284.4,7.9,0.05
261,293,304,0.152,160.6,63,0.1612,0.1296,0.1119,0.113,0.1188,0.1406,0.1721,0.1623,0.1762,0.065,0.0013,0.2182,0.1699,818,E,176.2,2.8,0.05
262,225,357,0.2,180.1,53.6,0.2453,0.2094,0.2092,0.2446,0.2486,0.258,0.2741,0.2614,0.2798,0.1003,0.0016,0.313,0.2727,919,E,123.8,6.5,0.028
263,1280,304,0.141,161.2,65.3,0.1518,0.1266,0.1251,0.1547,0.1776,0.2006,0.2199,0.2289,0.2257,0.1332,0.0045,0.2924,0.2341,253,E,106.5,6.6,0.013
264,405,323,0.196,165.6,29.1,0.6438,0.6095,0.6218,0.7069,0.7157,0.758,0.7829,0.6826,0.7903,0.2915,0.0029,0.5325,0.3661,2815,I,279.3,5.3,0.283
265,106,310,1.028,165.4,56.4,0.1797,0.1384,0.1044,0.0817,0.0823,0.0948,0.0979,0.0844,0.0883,0.0387,0.0013,0.0576,0.0322,1236,B,284.2,6.1,0.487
266,321,296,0.251,166.8,62.7,0.138,0.1106,0.0829,0.0812,0.0932,0.1075,0.1199,0.1213,0.1377,0.0775,0.0055,0.1955,0.1235,265,E,286.8,8.8,0.055
267,87,321,0.163,163.4,72,0.194,0.1448,0.1174,0.0972,0.1326,0.2497,0.3034,0.2891,0.3286,0.0801,0.0072,0.1742,0.0973,946,D,105.2,7.7,0.026
268,10,374,0.316,151.2,40.4,0.1373,0.1002,0.0661,0.0343,0.0277,0.023,0.0233,0.0174,0.0158,0.0095,0.001,0.0056,0.0049,850,F,106.8,7,0.125
269,377,310,0.202,111.6,22.1,0.3311,0.4957,0.5198,0.6116,0.5828,0.6199,0.6215,0.6393,0.6618,0.2127,0.0077,0.5633,0.3413,637,I,105.9,10.5,0.048
270,91,289,0.228,88.7,17,0.1635,0.1424,0.117,0.094,0.0908,0.1061,0.1246,0.1082,0.1215,0.0229,0.0053,0.0841,0.0505,3379,B,107.8,4.2,0.243
271,175,277,0.14,108.1,19.8,0.171,0.1508,0.1454,0.1408,0.1519,0.226,0.2787,0.2495,0.3129,0.0309,0.0056,0.2833,0.1933,4944,E,254.7,4.3,0.392
272,2750,287,0.182,146.1,33.8,0.0878,0.0691,0.0601,0.0511,0.0664,0.116,0.1353,0.1338,0.1475,0.0786,0.0016,0.134,0.0803,708,D,233.8,3.6,0.052
273,321,319,0.208,136.9,20,0.1258,0.0866,0.0798,0.0537,0.0839,0.2783,0.3786,0.3516,0.4182,0.0739,0.0015,0.1655,0.0736,2642,D,286,8.8,0.149
274,9,303,0.181,97.3,18.4,0.1328,0.1024,0.0787,0.0634,0.0589,0.0484,0.0503,0.0406,0.0395,0.0084,0.0006,0.0154,0.01,3639,F,103.7,6.4,0.274
275,1522,338,0.282,145,30.2,0.119,0.0969,0.0976,0.089,0.1259,0.2155,0.2525,0.2581,0.2868,0.1252,0.0015,0.256,0.1624,799,D,286.5,9,0.067
276,200,346,0.222,151.4,29.4,0.1237,0.1108,0.0987,0.0755,0.1077,0.2378,0.2906,0.2806,0.3316,0.055,0.0012,0.1683,0.1005,2768,D,287.9,8.7,0.123
277,10,291,0.5,166.2,65.5,0.1863,0.1521,0.1169,0.0665,0.0553,0.0414,0.0347,0.0296,0.0308,0.0113,0.001,0.0113,0.0054,928,F,104.5,9.8,0.121
278,432,257,0.115,74.3,33.4,0.2122,0.3162,0.3307,0.372,0.3419,0.3591,0.4031,0.3872,0.4267,0.0457,0.0014,0.3658,0.2399,3299,I,104,9,0.198
279,50,245,0.3,140.1,54,0.2111,0.1788,0.1499,0.1307,0.1196,0.1304,0.1529,0.1225,0.1468,0.0193,0.001,0.111,0.0712,3072,G,140.6,3.1,0.749
280,456,351,0.182,165.9,28.3,0.1587,0.1427,0.1375,0.1427,0.152,0.1676,0.1956,0.1696,0.1872,0.0549,0.0011,0.1923,0.1529,1980,G,222.9,3.3,0.046
281,235,319,0.257,133.9,34.7,0.2929,0.229,0.2143,0.2149,0.2423,0.3402,0.4068,0.3724,0.44,0.1096,0.0022,0.3433,0.256,2828,G,103.9,5.2,0.249
282,423,322,0.204,148.5,29.1,0.1563,0.1296,0.1143,0.1109,0.1153,0.1409,0.1667,0.1397,0.1752,0.0336,0.0013,0.1676,0.1169,2513,E,270.2,4.8,0.275
283,250,350,0.222,152,42.4,0.1777,0.144,0.1331,0.1449,0.1666,0.162,0.1828,0.1575,0.1827,0.1015,0.0017,0.19,0.1496,541,E,104.9,8.7,0.051
